EST	EST Length	Query Start Position
Locus_46408_Transcript_1	2391	1967
Locus_46407_Transcript_1	2036	2001
Locus_46406_Transcript_1	2054	2032
Locus_16330_Transcript_1	2200	2164
Locus_16338_Transcript_1	1481	1360
Locus_16338_Transcript_2	2110	1989
Locus_57171_Transcript_1	3282	132
Locus_57170_Transcript_1	2927	132
Locus_44833_Transcript_1	1764	1650
Locus_51738_Transcript_1	1441	1388
Locus_12621_Transcript_1	759	29
Locus_95943_Transcript_1	4628	406
Locus_121195_Transcript_1	1529	1493
Locus_95027_Transcript_1	2367	2235
Locus_95029_Transcript_1	4464	4343
Locus_95946_Transcript_1	4091	406
Locus_56145_Transcript_1	5307	1017
Locus_61152_Transcript_1	4809	16
Locus_61150_Transcript_1	4700	16
Locus_61151_Transcript_1	4820	16
Locus_103479_Transcript_1	633	531
Locus_103477_Transcript_1	2247	531
Locus_103476_Transcript_1	2103	531
Locus_70739_Transcript_1	2259	1821
Locus_45548_Transcript_1	2319	1979
Locus_18985_Transcript_1	1730	137
Locus_84466_Transcript_1	3058	68
Locus_84465_Transcript_1	3804	3595
Locus_84464_Transcript_1	3770	3561
Locus_84468_Transcript_1	2847	68
Locus_83112_Transcript_1	1752	165
Locus_83110_Transcript_1	2112	165
Locus_83111_Transcript_1	2610	94
Locus_76416_Transcript_1	2053	2005
Locus_96209_Transcript_1	1818	13
Locus_103094_Transcript_1	1692	590
Locus_96207_Transcript_1	6192	1753
Locus_103090_Transcript_1	2014	1068
